username,avg_click_interval,click_variability_std,inhibitory_failures,reflexive_fast_clicks,total_errors,perseverative_errors,total_mouse_distance,total_score
Simulated_Clone_301,1131.3439120997746,137.82529296935695,0,0,4,1,964.9500196389545,8
Simulated_Clone_302,1372.3890737683219,174.88812710487946,1,0,4,0,822.6036020834022,8
Simulated_Clone_303,1347.1459773382255,141.08069988368487,0,0,8,1,7009.323591074404,8
Simulated_Clone_304,1230.765114466477,142.7625501867745,0,1,3,1,1466.96511254393,8
Simulated_Clone_305,1256.2489173786707,150.3501493560337,0,0,2,1,8405.569684309798,8
Simulated_Clone_306,1470.1679744608307,182.51743434591546,3,0,7,0,4188.875523869023,8
Simulated_Clone_307,1125.5568081665792,140.08334148640017,0,0,4,0,15.426379271815676,8
Simulated_Clone_308,1335.4810302043732,245.09687330487725,1,0,3,0,5166.082758009418,8
Simulated_Clone_309,1197.3424147190574,114.90567111557755,0,0,6,0,4831.723459927232,8
Simulated_Clone_310,1194.486955729201,157.75468675819928,1,1,7,0,1628.1479924251626,8
Simulated_Clone_311,1437.1882929098529,142.44561356492227,1,0,3,0,7780.306332925686,8
Simulated_Clone_312,1386.7917312059055,256.67416779313913,1,0,6,0,11140.911416883542,8
Simulated_Clone_313,1384.596617467173,180.96878443739126,1,0,4,0,4611.7126870513575,8
Simulated_Clone_314,1475.2957287815939,231.54041200985478,1,0,3,0,79.38789529534188,8
Simulated_Clone_315,1238.4907728831824,79.1271186472876,0,0,5,0,46.00385832057964,8
Simulated_Clone_316,1360.3429176910008,185.23685019305725,0,0,10,0,4070.3184492576074,8
Simulated_Clone_317,1177.417944288547,222.9302496346279,1,0,6,0,4577.132092439354,8
Simulated_Clone_318,1294.381613063225,174.05039521391902,1,0,4,0,10451.414790492461,8
Simulated_Clone_319,1210.6254310101838,233.5768537649457,0,0,3,0,7146.829609070967,8
Simulated_Clone_320,1252.500630532354,137.74999330370795,1,0,3,1,3843.8295981741903,8
Simulated_Clone_321,1344.341274464945,254.39587720195414,0,1,5,0,2281.8629285622387,8
Simulated_Clone_322,1083.7718940149468,308.2526678205536,0,0,2,0,14760.494683147655,8
Simulated_Clone_323,1620.369654072878,147.10097860835032,2,0,5,0,5864.62829617564,8
Simulated_Clone_324,1049.1498188133924,142.09618717813981,0,0,1,0,1039.391531311161,8
Simulated_Clone_325,1010.7715081668607,257.0620473501935,0,1,3,0,2693.7956180320443,8
Simulated_Clone_326,1448.1270739097044,264.70193001647095,1,1,4,0,261.9613182410144,8
Simulated_Clone_327,1380.5689296689507,137.41266878207983,0,0,2,0,5426.55046365712,8
Simulated_Clone_328,1349.680835589328,143.6288964565469,0,0,5,0,4695.170400242283,8
Simulated_Clone_329,1350.459881413336,152.0082939309111,0,0,3,0,10170.267978966785,8
Simulated_Clone_330,1232.3607115687862,87.67044780618795,1,0,5,0,2543.3866334093523,8
Simulated_Clone_331,1069.2012954719935,113.44991665910996,0,0,2,0,3736.3845194192086,8
Simulated_Clone_332,1248.593796777581,108.27409747405164,0,0,6,0,897.2692708167224,8
Simulated_Clone_333,1109.777432833672,122.58321618120578,0,0,6,1,5473.153813517823,8
Simulated_Clone_334,1414.390948239558,166.96865336760533,1,0,7,0,2888.58904093371,8
Simulated_Clone_335,1207.5071168361903,183.24886178892808,1,0,5,0,1535.7498156927827,8
Simulated_Clone_336,1082.430400783319,262.9418212860452,0,0,6,2,124.13679101940807,8
Simulated_Clone_337,1175.3680371141513,108.62444793419772,0,0,4,0,437.61332777408234,8
Simulated_Clone_338,1310.7462885752125,228.6632403716102,0,0,5,0,8538.18733150257,8
Simulated_Clone_339,1130.6906324570014,156.1129080566415,1,0,6,0,8347.99001462283,8
Simulated_Clone_340,1083.0345096921405,166.07388710956775,1,0,6,0,2370.74037526175,8
Simulated_Clone_341,1279.544531807471,209.92475415445298,0,0,5,1,8104.1634098344,8
Simulated_Clone_342,1279.7803937010613,101.09473610595755,2,1,7,0,2885.4090261890774,8
Simulated_Clone_343,1141.158809680974,192.2211530471705,2,0,3,0,2313.6916400758555,8
Simulated_Clone_344,1147.7782077436673,179.1462601584177,2,0,4,0,3743.2954075144844,8
Simulated_Clone_345,1277.3990916376613,198.88348617239402,0,0,3,0,4591.518095657805,8
Simulated_Clone_346,967.6506461737185,186.57598114650398,0,0,4,0,1461.4660216554412,8
Simulated_Clone_347,975.1394270871683,317.7218423157401,1,0,6,1,3611.9794088175504,8
Simulated_Clone_348,1102.166616616274,130.4573980921388,0,0,9,0,6463.347809688852,8
Simulated_Clone_349,1195.2675426688324,136.9200281404849,0,0,3,0,4013.0705771585326,8
Simulated_Clone_350,1291.9372318731396,131.34130494303864,0,1,4,0,3689.896976133747,8
Simulated_Clone_351,1506.6142158011983,135.43790564882343,2,0,2,0,5371.376706348763,8
Simulated_Clone_352,1392.7360799345424,130.47876139717383,0,0,4,0,6014.044941507016,8
Simulated_Clone_353,1205.13235681737,241.05620374881596,0,0,4,0,3297.2809641694757,8
Simulated_Clone_354,1231.112702994957,255.071352892184,1,0,9,1,1764.1778917690465,8
Simulated_Clone_355,1049.792867297267,134.51345159119035,0,0,2,0,4235.32099690081,8
Simulated_Clone_356,1231.205448999924,118.67462818912594,3,0,3,0,2407.0739428326383,8
Simulated_Clone_357,1181.4016025847598,197.60990421467426,0,0,7,0,2747.067359034934,8
Simulated_Clone_358,1294.1146990590466,135.6349197512176,1,0,9,0,5676.167811373838,8
Simulated_Clone_359,1082.1107683762916,207.38871460969048,2,0,4,0,2711.8879277813335,8
Simulated_Clone_360,1330.3648987143645,181.35434223460277,1,1,5,0,3272.1140671046483,8
Simulated_Clone_361,1517.1932517286527,77.29967980528174,0,0,5,0,7431.970969770699,8
Simulated_Clone_362,1214.5675694146776,262.7604749172541,2,0,7,0,3582.611351533011,8
Simulated_Clone_363,1308.6778261648044,277.7978915101602,0,0,3,0,1170.6734674872964,8
Simulated_Clone_364,1361.8530088025248,131.96804456692047,0,0,9,0,5359.776249289769,8
Simulated_Clone_365,1160.6497774369159,145.59567780541548,2,0,4,0,7213.320447401417,8
Simulated_Clone_366,1275.93206039104,186.37598960206978,0,0,5,0,5424.664888920196,8
Simulated_Clone_367,1236.9400452059438,189.31789821353107,2,0,7,0,2827.572748262758,8
Simulated_Clone_368,1252.626019505346,208.9393903018117,1,0,5,0,4396.5537175589325,8
Simulated_Clone_369,1092.1069455501777,290.7740572793984,0,0,6,1,6888.652320330993,8
Simulated_Clone_370,1239.1371980492593,158.355548789354,0,1,7,0,1782.5618546058442,8
Simulated_Clone_371,1326.4291544291818,120.73664927971305,2,0,6,1,3641.784246892755,8
Simulated_Clone_372,1502.1503951764878,85.55936271062514,1,1,3,0,2572.470131985928,8
Simulated_Clone_373,1411.469054156245,124.81531674642909,0,0,6,0,2479.53416660019,8
Simulated_Clone_374,1631.5778136225804,167.06297545322678,0,0,3,1,6944.795033396262,8
Simulated_Clone_375,1093.1508288662933,277.7179852053164,0,0,6,0,11193.978782967928,8
Simulated_Clone_376,1395.4389746992545,137.7304467979713,2,0,5,0,275.5954612511496,8
Simulated_Clone_377,1268.4193295491696,182.61758471153698,0,0,4,0,7116.56496298684,8
Simulated_Clone_378,1638.3291403259736,168.0743039626697,1,0,6,2,394.0553388615285,8
Simulated_Clone_379,1085.601180731351,241.01846935335936,0,0,7,0,4025.170210320275,8
Simulated_Clone_380,1079.8079545587866,322.0587340729751,1,0,2,0,9147.956699176802,8
Simulated_Clone_381,1124.1148864663605,136.92778877251274,0,0,1,0,1591.8645732646066,8
Simulated_Clone_382,843.0585061956763,139.43607842310573,0,0,5,0,3475.820622046391,8
Simulated_Clone_383,1137.6906701256723,232.28609005573554,1,0,5,0,3180.1690870792468,8
Simulated_Clone_384,1094.6653226481174,210.35291984926485,0,1,4,0,1056.3307324426878,8
Simulated_Clone_385,1262.3450176172628,280.8753125165826,1,0,3,0,3570.440567258304,8
Simulated_Clone_386,1297.6244243900016,204.4218478302489,1,0,3,1,5129.240341728627,8
Simulated_Clone_387,1580.5081347151233,147.31569540534943,1,0,5,0,6628.423812290339,8
Simulated_Clone_388,1409.8380293129985,204.82910459235092,0,1,10,0,2704.9262197172666,8
Simulated_Clone_389,1128.2609417624042,236.19375145585428,0,0,2,1,4595.472944010629,8
Simulated_Clone_390,1068.9873833560318,218.7437288235414,0,0,5,0,2317.1645205972036,8
Simulated_Clone_391,1325.3084119310224,199.78091301823224,2,0,3,0,6289.1004000433695,8
Simulated_Clone_392,991.2211968453844,233.64916212065725,0,0,4,0,4012.781125198181,8
Simulated_Clone_393,1572.265046414679,239.86222279662456,2,0,6,0,3866.1765198331345,8
Simulated_Clone_394,1452.0593198336383,252.7497848091531,0,0,3,0,7032.008391208437,8
Simulated_Clone_395,1148.1216053146486,208.34397912608927,0,0,3,1,2079.46005883835,8
Simulated_Clone_396,918.7861687267246,158.95064284227323,1,0,3,0,1201.7048428744415,8
Simulated_Clone_397,1484.217534818641,177.95121477830696,1,0,3,0,1895.475214401514,8
Simulated_Clone_398,1213.5020283324732,242.11526249424247,1,0,3,0,3554.7853782801035,8
Simulated_Clone_399,1462.8215158795342,119.6082078660799,1,1,8,0,1125.377873861828,8
Simulated_Clone_400,940.6708888964082,191.38949674934557,1,0,4,0,4063.023453836307,8
Simulated_Clone_401,1124.1181353370184,145.25437704834715,1,0,5,0,4375.041779024158,8
Simulated_Clone_402,1235.5852435336724,170.80892991553907,0,0,2,0,4672.029775088668,8
Simulated_Clone_403,1243.2798297415234,246.4709597736154,1,0,2,0,3542.4852540237157,8
Simulated_Clone_404,1151.6447455872856,180.63847504031693,1,0,4,0,949.5677577264023,8
Simulated_Clone_405,1349.4467204842817,171.88005442667895,1,0,3,0,3327.665041103903,8
Simulated_Clone_406,1037.7927216112741,86.73773222091354,0,0,5,1,1901.9066161380556,8
Simulated_Clone_407,1208.3695307403757,214.2496453951573,0,0,6,0,2525.5972461031056,8
Simulated_Clone_408,1256.7961416929338,208.14868255667182,0,0,3,0,653.2401407798534,8
Simulated_Clone_409,1329.4601220387906,300.0402990982947,1,0,5,0,6844.118165173195,8
Simulated_Clone_410,1365.8113672277702,150.43454068227345,1,1,2,0,9447.011096203594,8
Simulated_Clone_411,1027.2802455993399,182.3368052708163,0,1,6,0,5956.5635583307885,8
Simulated_Clone_412,951.7902437014518,184.16724793882238,0,0,3,0,9280.887095034546,8
Simulated_Clone_413,1470.1701731506055,264.57364579065717,0,0,3,0,3848.605573819224,8
Simulated_Clone_414,1295.8837101832678,163.2990537845526,0,0,3,0,10020.97474100588,8
Simulated_Clone_415,1096.628035217929,185.96163591908766,0,0,2,0,11183.610373521402,8
Simulated_Clone_416,1520.587871767993,205.87298159049644,0,0,2,0,2926.7405761526247,8
Simulated_Clone_417,1255.9442176621856,180.36663665616595,1,0,1,0,4355.603030440432,8
Simulated_Clone_418,1452.0329681259175,142.03981524819054,3,0,4,0,3852.4855125096465,8
Simulated_Clone_419,1247.0661811369612,180.8195570381525,1,0,7,0,1950.7183612172519,8
Simulated_Clone_420,1614.536644265148,234.07036907973617,0,0,5,0,5362.940663633068,8
Simulated_Clone_421,1558.2319963511954,106.91945794305495,0,0,5,0,3683.721455540852,8
Simulated_Clone_422,1188.719652613465,177.11909986259084,1,0,5,0,790.9407800544468,8
Simulated_Clone_423,1413.7366970495425,126.68062471706584,0,0,8,0,3431.422846094403,8
Simulated_Clone_424,1353.5996021376523,241.42128886605957,1,0,10,0,8017.709156228917,8
Simulated_Clone_425,1486.9385281117136,76.84906492901092,0,0,6,0,4210.492737007411,8
Simulated_Clone_426,1056.7258669204155,135.22934867271726,0,0,5,1,5865.96912317486,8
Simulated_Clone_427,1361.0985123602068,191.9064541078516,0,0,8,0,2498.4903360164217,8
Simulated_Clone_428,1429.7489575367993,263.8514034722044,0,0,3,0,5214.491537452884,8
Simulated_Clone_429,910.3784689274341,165.08783717886556,1,0,0,0,973.8620860402657,8
Simulated_Clone_430,1016.4737609875992,135.4547121553598,0,0,2,0,1669.0420691534646,8
Simulated_Clone_431,858.6670216942757,282.9610313723076,0,0,9,0,3148.0821261817287,8
Simulated_Clone_432,1184.9508525368237,81.40032528077147,1,0,4,0,1223.8929434477345,8
Simulated_Clone_433,1366.9041346652007,35.944511101642775,0,0,6,0,437.92553613558675,8
Simulated_Clone_434,1511.5920719274056,195.70876149119871,2,1,4,0,4696.886821189333,8
Simulated_Clone_435,1248.278583276949,138.67233142520388,1,1,5,0,4014.159325309506,8
Simulated_Clone_436,1534.8690043564227,107.23927956470888,0,0,1,0,6534.28372680467,8
Simulated_Clone_437,980.1839256144792,211.95520930918116,0,0,9,0,1293.5918621236983,8
Simulated_Clone_438,920.5840575464943,183.82923364838985,0,0,2,0,3745.099769881493,8
Simulated_Clone_439,1224.377781454304,134.9171373366802,1,0,4,0,1027.7853880645998,8
Simulated_Clone_440,1305.4245709052582,91.55409806568376,0,0,8,0,6160.895871105023,8
Simulated_Clone_441,1228.5909363636667,221.89050243176712,1,0,6,0,7966.1228712001575,8
Simulated_Clone_442,853.4662590631042,208.4342675319682,0,0,3,0,5330.939794653372,8
Simulated_Clone_443,1218.1884069219711,163.06412372466409,1,0,7,0,7483.535167013893,8
Simulated_Clone_444,994.1273833624188,280.8710544890511,1,0,2,0,3651.5920913339096,8
Simulated_Clone_445,1358.078907119927,104.28159626669428,1,0,3,0,6531.409513018605,8
Simulated_Clone_446,1302.2043289310618,76.7074973800115,0,0,5,0,3811.4635457649506,8
Simulated_Clone_447,1061.3429021574925,127.17785562164059,0,0,4,0,287.38490673202205,8
Simulated_Clone_448,1139.8823531872176,166.30865744909474,0,1,3,0,4449.579017099287,8
Simulated_Clone_449,1039.3426135217526,183.80130693967533,0,1,4,0,177.0064188858205,8
Simulated_Clone_450,1223.0630415618316,154.46325783795913,1,0,1,0,12243.911879886473,8
Simulated_Clone_451,1410.7079255947856,190.3833849638305,0,0,2,0,2286.031616856357,8
Simulated_Clone_452,1052.8907159563096,93.29563931408468,1,0,4,0,5933.329688657286,8
Simulated_Clone_453,1327.544201059543,256.47962355132444,1,1,5,0,3484.2883975238656,8
Simulated_Clone_454,1136.8605743747844,164.0948631005094,0,0,7,0,1064.7493019002509,8
Simulated_Clone_455,1088.4450070708326,236.71395909769922,0,0,5,0,3541.5740300344146,8
Simulated_Clone_456,1214.8864720799656,189.8185081490234,0,0,3,0,6320.646359000848,8
Simulated_Clone_457,1043.7619280164656,196.7221904047445,1,0,7,1,9301.90819687874,8
Simulated_Clone_458,1132.5480984206938,203.5644926341845,0,0,1,0,793.3442345222807,8
Simulated_Clone_459,1013.778541765059,196.17459224940484,0,0,6,0,2640.742122952261,8
Simulated_Clone_460,1596.8339457875466,207.98149558227226,0,0,7,1,2319.279319253147,8
Simulated_Clone_461,1241.119683658857,249.5405715292764,1,0,2,0,39.7159609694977,8
Simulated_Clone_462,1105.6175862240577,180.96674975295016,2,0,6,0,1108.0667674351803,8
Simulated_Clone_463,1274.067713469537,211.9943999425624,1,0,2,0,5804.20380854076,8
Simulated_Clone_464,1213.9097935007517,163.63566758519002,0,0,4,0,3342.550703056653,8
Simulated_Clone_465,1193.8807091591068,256.2587967349617,0,0,3,0,440.5671960449595,8
Simulated_Clone_466,1347.84588551434,128.11723937395178,2,0,2,0,5722.726006967441,8
Simulated_Clone_467,1374.2721394029234,278.1044102958825,1,0,6,0,6014.664359330551,8
Simulated_Clone_468,1136.8156774853678,166.63729324682265,0,0,8,1,2274.9707100205706,8
Simulated_Clone_469,1128.4610481578598,82.44402786877744,0,0,7,1,4044.274920697637,8
Simulated_Clone_470,1183.9101693781129,176.8245385150893,2,0,7,0,5469.426365383655,8
Simulated_Clone_471,810.2378536330136,127.83514422894262,0,0,6,0,5117.785839558105,8
Simulated_Clone_472,955.278895487485,219.9643749136917,0,0,6,0,3681.818020788041,8
Simulated_Clone_473,1486.6145552722905,129.55626427260216,0,0,3,0,8866.990135366706,8
Simulated_Clone_474,1537.8836792309405,142.05496218030697,0,0,4,0,5701.046287615976,8
Simulated_Clone_475,1188.7063988219568,54.66860722675149,1,0,6,0,1851.7242811479923,8
Simulated_Clone_476,1340.9121792547578,141.684259310564,0,0,3,0,1874.1116698468336,8
Simulated_Clone_477,1292.0003913447647,22.317710978685653,0,0,10,0,1451.6260760268347,8
Simulated_Clone_478,1802.2389499269684,73.17309167459817,2,0,5,0,5885.2134975191275,8
Simulated_Clone_479,1441.022609406797,215.10701179323885,1,0,6,0,1210.7595250051954,8
Simulated_Clone_480,1211.0357158774923,216.64394692094294,0,0,6,0,1947.7559233962486,8
Simulated_Clone_481,1058.4557142838316,194.82743196368756,0,0,4,1,7471.71970975438,8
Simulated_Clone_482,938.4551364106471,110.524185513048,0,0,5,0,4244.367883282324,8
Simulated_Clone_483,1272.1289399839175,166.17998127357643,0,0,5,0,7995.128051834416,8
Simulated_Clone_484,1095.1781948933303,168.85049726396645,2,0,3,0,6503.345092940155,8
Simulated_Clone_485,972.4127644025787,98.93679308663376,0,0,1,1,852.6387395139432,8
Simulated_Clone_486,1115.416768816851,260.0900750189302,0,0,5,0,3150.0770804983076,8
Simulated_Clone_487,1035.225043228851,222.18746755389216,1,0,1,0,7218.142756602682,8
Simulated_Clone_488,1545.6588355444737,155.69059500244134,0,0,8,0,1022.1445131382911,8
Simulated_Clone_489,1397.1570415468168,170.69637993868008,0,0,7,1,5093.974132099421,8
Simulated_Clone_490,1233.1486876334852,181.68489856595198,1,0,5,0,3384.370305466372,8
Simulated_Clone_491,1507.4600420585734,45.45419376136846,0,0,2,0,3006.155928945031,8
Simulated_Clone_492,1248.8820885936186,154.10354738593023,1,0,4,0,3976.2657888784406,8
Simulated_Clone_493,1075.8327322741598,127.77868164231204,0,0,6,0,410.9140564727509,8
Simulated_Clone_494,1515.4206669661462,108.42671370692554,0,0,5,0,819.0385701959854,8
Simulated_Clone_495,1333.9716180755322,152.04972502960484,0,0,1,0,3564.577839129262,8
Simulated_Clone_496,1043.392502890152,277.9074064143732,1,0,7,0,3662.0047138600235,8
Simulated_Clone_497,1199.5278055975014,207.8676793521252,0,0,5,0,1018.7600209228058,8
Simulated_Clone_498,1073.1901159085655,134.487254523275,3,0,7,0,13033.792248699625,8
Simulated_Clone_499,979.6864738333347,203.73495380895866,0,1,6,0,5952.642376730613,8
